url,created_datetime,snapshot_url,snapshot_datetime,title,text
http://nomihs1.livedoor.blog/archives/51993233.html,20150808065250,https://archive.li/V5FQM,20230802052900,"""ジャニあっく！ : 櫻井君を国会議員にしよう！""","""マッチさんがレースをガチでやっているように、櫻井君にもこの際その見識と行動力と説明能力で国会議員になってもらい、いずれは小泉進次郎との直接対決で総理大臣になってもらいましょう！

嵐との両立は可能です。嵐もそろそろ大人としてのアイドルユニットとして活動しなければならなくなってきましたし、そうなるとV６のようにそれぞれが自分の分野を見つけてゆくことになるでしょう。

お笑いやバラエティはもうジャニーズ的にもおなかいっぱいです。

櫻井君は政治家としての血統は十分です。ここでは親の七光りがモロにモノを言います。ニュースなどを見る限り、答弁能力も十分あります。

ジャニーズが手を出す最後の領域、政治！

そのまんま東に出来ることが櫻井君に出来ないはずがありません！




…と、なってくれたらすごいな～
ま、本人の自発的な意思がなければだめなんですけどね。いいと思うんだけどな～"""
http://nomihs1.livedoor.blog/archives/51983972.html,20150611014602,https://archive.li/6nN95,20230802052600,"""ジャニあっく！ : 雑誌には出たものの…""","""本だけでなく、電子版でも読むことが出来ます。「石丸志門」でググってみてください。それに、ジャニーズ辞典もいつの間にか更新されてて…（笑）あれ誰が書いてるんでしょう？

とはいえ、反響は最近ここやFacebookなどで知り合った人たちばかり…唯一昔の自分を憶えていてくれたのはここの読者でもある男性二人。

当時僕のファンだった女性たちは、もう僕のこと覚えていないんでしょうか…

２ちゃんねるを見ると、ほとんどがアンチでひどい言われようなんですが、わずかに当時の僕を肯定的な目で見てくださっている女性と思われる書き込みも見つけたんですが…

今も親交のある宇治と比べると、その差は歴然。さすが、デビュー組だなあと、羨ましく思います。まあ彼と比較するのは論外としても、一応当時の時代のジュニアとして今取材を申し込まれたりしてるのですから、誰か覚えていてくださっていてもな～って正直思います。

僕のことなんて、ファンはおろか、昔を覚えている人なんて、もういないのでしょうか…（涙）"""
http://nomihs1.livedoor.blog/archives/51979193.html,20150512133528,https://archive.li/GKtKJ,20230802052600,"""ジャニあっく！ : 5月12日発売の週刊女性に！""","""僕の昔のジャニーズ時代のインタビュー記事が1ページ余りにわたって掲載されています！しかも写真付き！

このブログも紹介されています♪

ぜひ読んでみてくださいね～！"""
http://nomihs1.livedoor.blog/archives/51962413.html,20150123173527,https://archive.li/0qzah,20230802052400,"""ジャニあっく！ : ジャニーズ事務所の今後""","""さ～て、久々にガツンと書きますか！

このところ、ジャニーさんやメリーさんがメディアに出ていますよね。正直、NHKラジオも雑誌も読んでいないので詳しい内容は全く知らないのですが、この件については元々思うところがあったので、僕自身の個人的な考えを書きます。

ジャニーズ事務所の後継社長にはジュリーさんが就任するというのは、まあ妥当でしょう。

でも、ジュリーさんにはメリーさんの代わりは務まっても、ジャニーさんの代わりは到底務まりません。

それは、ジュリーさんの力量が足りないのではなく、ジャニーさんが凄すぎるのです。

ジャニーさんは、可愛くてセンスのある子供を見出しダンスだけで育成し、世に送るという、不世出の才能にあふれています。この点について異論をはさむ余地はないでしょう。さらにジャニーさんには企画力、プロデュース力、演出力があり、マルチクリエイターだったことが証明されています。

これらは計算されたものではなく、天性の、直観力と嗅覚が尋常ではなかったことから産まれ出されたものです。

ジャニーさんはこれらの業務に徹底的に特化し、それ以外のすべての業務をメリーさんに任せていました。その体制が、今のジャニーズ黄金時代の礎になっています。

今後の問題は、ジャニーさんが受け持っていた業務を、だれが引き継いでいくのかという点に尽きると思います。

取締役でもあり事実上の２トップであるマッチさんや東山君にも、こればかりはできないと思います。

唯一僕が出来ると思うのは、錦織君（圭ではありませんよ！言うまでもないですが）唯一人だと思っています。

過去の記事でも幾度か錦織君の才能に触れたことがありますが、僕の知っている限りジャニーさんの嗜好、思考に最も近く、しかも実際にその薫陶を受け、それを体現でき、それらすべてを後輩たちの育成に取り組んでいる彼こそ、ジャニーズを本当の意味で受け継ぎ守り抜く能力があると思っています。

テレビやコンサートなどでしか錦織君を知らない皆さんにとっては、「他の人とどう違うの？」という疑問が当然あると思います。でも僕は、合宿所でジャニーさんと錦織君が話しているのをずっと間近で見てきました。もちろんたわいもない話もたくさんありますが、他の誰よりもエンターテインメントに関してジャニーさんと共通認識を持っていたのは彼だけです。田原さんも近いものは十分にありましたが、残念ながら袂を分かちあってしまったので計算に入れることはもはやできません。

錦織君は自身もスターの座に上り詰めた人です。しかも下積みが十分ありますから、育成・演出等については一家言あるはずです。

僕自身は、ジャニーズが錦織君をないがしろにした時、ジャニーズは崩壊への道を辿ることになると考えています。

ジュニアの数が昔より圧倒的に多くなったからといって、それで「数打てば当たる」戦略は絶対に成功しないと思います。何故なら、これは単にジャニーズに入るハードルが下がっただけの話で、結局才能や運を持っている子供たちの数は昔と何ら変わらないからです。

今の時代はジャニーズのタレントたちの活躍の場が幅広くなり、むしろ今のジュニアのほうがレベルが高いのでは？と思われる方もいらっしゃるかもしれません。でも考えてみてください。ジャニーズは昔からダンスしか教えていないのです。僕は正統派ドラマにもバラエティー番組にも出ましたが、それについてジャニーズは何の指導もアドバイスもしてくれませんでした。これは全員そうです。皆自分で考え、努力し、結果を出すのです。その能力を引き出すために、ダンスを徹底的に教えるのです。しかもその裏には立派なダンサーになれというメッセージは全くなく、立派なエンターテイナーになれ、という空気の中で学びます。ですからジュニアは皆、先輩のスターたちを憧れながら、ひたすらダンスに打ち込み、その中からエンターテインメントに必要なものは何か、人より輝いて見える方法は何か、自然と考えていくようになっているのです。ですから、どんな時代になっても、優秀で強運なジュニアは様々な分野で活躍し、スターへの道を歩めるのです。

いかがでしょう、こうひも解くと錦織君はいかに今後のジャニーズのキーパーソンであるかが見えてくるのではないでしょうか。

それと、個人的にですが、この伝統を維持し続けなくなったジャニーズには、たとえどれだけスターが出ようとも興味はなくなるだろうと思います。宝塚がかたくなに伝統を守ってきているように、ジャニーズも伝統を守ることが肝要です。

ジャニーズの伝統。その本当の心は経験した者でなければ理解できません。僕自身、これだけ書いても皆さんに正しく共感してもらうのは無理だと思っています。



実際の未来の体制がどうなるかは分かりません。ただただ、ジャニーズが永久に不滅であって欲しい、そう願ってやまない、石丸志門でした。"""
http://nomihs1.livedoor.blog/archives/51909249.html,20140122184311,https://archive.li/zKzKe,20230802052400,"""ジャニあっく！ : 初期研修も終わりフロアーデビュー！""","""入社から1か月たって、ようやくフロアーに立たせてもらいました。

といってもまだ素人同然なので、フロアマネージャーの指示に従ってあれやこれやと動いているだけですけど。

でも、もう数人一人で対応して、トラブルなく昨日一日を終えられたのは嬉しい限りです。

今日はお休み。

疲れでほとんど寝ていました。

妻は仕事だったので。

スマホも夫婦でdocomoに変えました。

手前味噌ですけど、docomoっていいですよ！サービス満点！

コンプライアンス上詳しいことは書けませんが、ショップの店員の対応は随一だと思います。

様々なサービスやつながり易さをお求めならぜひ我らがdocomoへMNP！"""
http://nomihs1.livedoor.blog/archives/51904763.html,20131221072248,https://archive.li/VxKEg,20230802051600,"""ジャニあっく！ : ようやくの初出勤！""","""僕はauユーザーなので、docomoのことは全く知らなかったのですが、勉強することや立ち居振る舞いがものすごく厳しくて、何だか好感を持てました。

今はまだ雑用同然ですけど、そのうちカウンターに入ってお客様の対応をしたいと思います！

僕だけでもdocomoに変えようかなあ…"""
http://nomihs1.livedoor.blog/archives/51903813.html,20131213184413,https://archive.li/pEsaK,20230802051500,"""ジャニあっく！ : 毎度お騒がせします…""","""よう～～～～～やく、次の仕事先が決まりました！

キャリアは違えども、好きなケータイショップの社員なので、これからは長いこと続けていけそうです！

ジャニーズの後輩たちに負けないよう、僕も輝いていこうと思います！"""
http://nomihs1.livedoor.blog/archives/51903605.html,20131212061350,https://archive.li/yitkE,20230802051500,"""ジャニあっく！ : 自分へのクリスマスプレゼントにVAIO FIT 15Aを買っちゃいました！""","""も～…本当に今年は軽井沢事件以来激動の一年でした。

なんかわかんないけど、仕事がトラブルばっかり起きて、ダンススクールも弁護士入れて協議するあり様…

ダンススクールっぽく髪を少し染めただけなのに、もうその日から現場に出ることを禁止され、本社で雑用をさせられていました。その日の内にすぐ黒く染めなおしてくればよかったんですが、あまりの一方的な強制だったのでつい反発して「絶対染め直しませんよ！」と噛み付く始末…結局譲歩する形で数日後に黒く染めなおしたのですが、時既に遅し。

向こうからバイバイ言われました…

でも、幸いまだ決定していないんですけど、内定という段階で（なんか軽井沢の時と似てる状況なのが不安なのですが）来週にも新しい仕事に就けそうです。

内定もらったという半ば強引な理由で、Windows8のノートパソコンVAIOを買っちゃいました！今CMでもやっている画面がくるっと裏返しになって相手の人にもワンタッチで画面を見せられるやつです。

今この文はまだ残っているWindows7機で打っているんですが、持ち運びができないので、VAIOにはかなり恩恵を受けています！ただ、Win7に慣れてしまっている人は、はじめの設定の段階からかなり苦労すると思いますよ。

ある程度詳しい僕でさえ完全に設定が終わる（本当に終わってんのか？）まで4日間もかかりましたからね～サポートセンターに電話かけまくってました（笑）

今はワイヤレスの時代なので、Wi-fiとBluetoothは欠かせません。このパソコンと、スマホと、VAIOの連携設定も厄介でした。最近の機種は取説がほとんど紙っペラ1枚位で、あとはパソコンの中に詳しい取説がインストールされているので、それも見たいとこがわかりづらい。

ちなみに、いろいろサポセンに聞いている内に、Win8と比べWin8.1はまだ不具合が多数寄せられているので、バージョンアップはしないほうがいいみたいです。もともと8.1が入っていればそうでもないみたいですが…

慣れてくれば8でも十分便利なので、とりあえずこのままにしておこうかと思います。

しかし、キャリングケースとマウスも買ったんですが、大きくてカバンにはいらない…普段毎日持ち歩くものでもないのですが、そのうちこれも入るような大きなカバンを探さなきゃいけないですね。

あれ？ジャニーズネタは…？

あ、ジェネ天の山Pは、だいぶこなれてきましたね！あとNEWSも事情は複雑ではあるけど、以前より露出が増えたような気がします。あとは中居くんプレゼンツのキスマイのバックの自虐的歌はある意味ジャニーズの変革を感じました。昔からああだったら、僕も辞めずに済んだのにな"""
http://nomihs1.livedoor.blog/archives/52072393.html,20190928191929,https://archive.li/O9iMt,20230802051100,"""ジャニあっく！ : お知らせのお知らせ""","""明日、渡米予定でしたが、先方にトラブルが発覚し、急遽中止致しました。危うく危ういところでした。紙一重で最小限の出費で済んだのは幸いでした。ただ、ツアーとかではないのでこの手のことは想定内なので、特になんとも思っていません。また、目的を諦めたわけでもないので、何かはします。取り急ぎご報告まで。"""
http://nomihs1.livedoor.blog/archives/52071971.html,20190916151055,https://archive.li/otjmq,20230802051100,"""ジャニあっく！ : お知らせ""","""さて皆様ご健勝でありましょうか私事ですが、9月29日より3ヶ月間、アメリカ、ソルトレイクシティに行ってまいります。LinkedInというビジネス用SNSで知り合ったアメリカ人のところに住まわせてもらって、英語の勉強と向こうで今オンラインビジネスが発展している（日本より）というので、マルッと教わってこようと思います。部屋代と飛行機代と現地の飲食代だけなので、留学するよりかなり安上がりです。ここ最近はずっとこの件について動いておりまして、さっき相手とSkypeで中間話し合いをして、出発前に最終確認、という流れになり、諸々の手続きなどもあらかた目処がついてチケットも取りましたのでようやくご報告となりました。一応TOEIC受験対策が当初の目的だったのですが、なかなか日本では聞かないビジネスシーンがあるようなので、ちょっとストイックにやってこようと思っています。規模は小さいながらCEOやってる人なので、日常会話だけでなくビジネス英会話も同時に学べるので非常に楽しみです。アメリカに行くのは32年ぶりになりますしね。向こうでは日本人は紹介しないでほしい、日本語は見ない読まない聞かない話さない、でお願いしてます。会話も通常スピードでお願いしてます。妻にもすでに了解とってあって、応援してくれてますので大丈夫です。今回はあくまでも友人宅に滞在という名目なので90日までしかいられませんが、状況によってはなんらかの形で再渡米する可能性も十分あります。こういうのはやれる時にやらないとそうそう出来るもんじゃないのでね。そういうわけで、当面ここはほったらかしになりますが、ギリギリ年内には帰ってきます。12月29日帰国予定です。"""
