名詞,名詞数,動詞,動詞数,形容詞,形容詞数
ルーツ,8,褒める,33.0,際どい,2.0
人,2533,結びつける,9.0,黒い,7.0
入試,73,抱く,119.0,毒々しい,1.0
不利,45,生きる,96.0,疎い,7.0
印象,108,落ち着く,51.0,虚しい,3.0
グローバル,30,通う,48.0,賢い,14.0
中等,14,困る,115.0,甚だしい,8.0
教育,200,絶つ,12.0,やかましい,1.0
門戸,13,思える,581.0,腹立たしい,38.0
大切,110,扱える,13.0,軽い,40.0
社会,948,がる,52.0,悔しい,27.0
階層,13,勝つ,38.0,バカバカしい,5.0
固定,40,立つ,72.0,軽々しい,18.0
化,555,暮らせる,20.0,口汚い,1.0
頭,208,なれる,75.0,新しい,30.0
精神,163,迫る,35.0,黄色い,4.0
お前,44,擁す,5.0,はやい,2.0
一,357,辞める,122.0,もの凄い,2.0
理不尽,144,入る,284.0,幅広い,25.0
謝罪,436,直す,68.0,痛ましい,3.0
全て,14,仰る,883.0,喧しい,2.0
論理,350,いただける,174.0,小さい,41.0
無神経,7,救う,12.0,危ない,4.0
モラル,8,食べる,291.0,有難い,1.0
ハラスメント,188,比べる,132.0,理屈っぽい,3.0
ロンドン,540,喘ぐ,12.0,貧しい,22.0
東洋,37,及ぼす,16.0,詳しい,76.0
アフリカ,47,観る,101.0,太い,6.0
研究,129,越える,17.0,色濃い,1.0
学院,34,用いる,95.0,紛らわしい,6.0
二流,1,行う,42.0,偉い,37.0
以下,127,行く,340.0,忙しい,18.0
扱い,94,垂れる,60.0,数少ない,4.0
強化,39,流す,47.0,つらい,16.0
思案,3,見越す,6.0,恨めしい,1.0
大事,76,おく,428.0,そこはかとない,1.0
シンガポール,163,続く,165.0,手厳しい,1.0
施策,71,諦める,90.0,こわい,1.0
素敵,75,選ぶ,158.0,うまい,1.0
それ,1853,起きる,197.0,かわいい,6.0
スマート,36,敷く,5.0,危うい,20.0
小回り,7,踏まえる,97.0,青い,14.0
都市,106,値する,35.0,人間らしい,1.0
国家,340,闘う,5.0,男らしい,17.0
ガム,2,出くわす,1.0,づらい,23.0
統制,34,巡る,38.0,女らしい,1.0
留意,16,訴える,143.0,情けない,18.0
必要,1131,継ぐ,8.0,馬鹿らしい,1.0
点,269,恵まれる,106.0,慌ただしい,2.0
政治,626,叩く,328.0,懐かしい,6.0
根底,26,貶す,11.0,恐い,1.0
コンセプト,9,蔑む,7.0,苦しい,14.0
人口,97,伴う,116.0,臭い,8.0
面積,37,増える,99.0,乏しい,46.0
比べもの,4,続ける,247.0,明るい,14.0
デモ,77,会う,71.0,難い,42.0
隊,81,設ける,22.0,心細い,7.0
警察,170,防ぐ,72.0,まずい,3.0
包囲,7,保つ,17.0,ちゃんちゃらおかしい,1.0
政権,147,荒む,1.0,潔い,2.0
与党,89,許す,271.0,悪しい,9.0
本部,63,配る,41.0,古い,19.0
ビル,32,閉じこもる,3.0,望ましい,7.0
脱出,11,向き合う,56.0,馬鹿馬鹿しい,2.0
割,206,刺す,23.0,しんどい,4.0
体験,126,持ち合わせる,18.0,押し付けがましい,5.0
事,21,掛かる,246.0,心無い,1.0
さ,230,足す,22.0,がたい,11.0
そう,517,充てる,14.0,思わしい,3.0
先週,25,使える,113.0,済まない,14.0
投薬,9,買う,221.0,押しつけがましい,4.0
治療,78,取れる,44.0,うるさい,10.0
スタート,11,遊べる,4.0,手厚い,8.0
症状,72,学ぶ,77.0,胡散臭い,6.0
悪化,44,言える,452.0,騒がしい,2.0
月,389,読み込む,6.0,なかよい,1.0
下旬,7,見いだす,6.0,やさしい,1.0
上旬,3,認める,426.0,厚かましい,1.0
彷彿,19,貼れる,2.0,香ばしい,2.0
状況,168,終わる,79.0,恥ずかしい,34.0
トイレットペーパー,14,愛する,8.0,つまらない,7.0
血,58,愛す,7.0,大人しい,5.0
日常,50,扱う,144.0,仲良い,7.0
茶飯事,8,要する,79.0,見苦しい,12.0
最近,80,図る,32.0,細かい,15.0
尻,37,持てる,15.0,凄まじい,3.0
膿,22,別れる,9.0,暑い,16.0
日々,31,異なる,194.0,短い,13.0
清潔,5,振り込める,1.0,久しい,1.0
発展,61,否める,19.0,心地よい,1.0
イメージ,34,含む,142.0,不甲斐ない,3.0
がち,164,知る,275.0,浅ましい,10.0
港町,5,限る,347.0,熱い,11.0
歴史,116,繰り返す,184.0,気安い,5.0
ため,1149,ムキになる,18.0,悩ましい,14.0
外国,400,絡める,8.0,ええ,4.0
労働,62,取り扱う,30.0,痛々しい,3.0
売春,62,突っ込む,24.0,くさい,17.0
合法,79,持ち込む,58.0,ぽい,3.0
商業,9,ウケる,10.0,物足りない,1.0
軒,9,売る,48.0,そぐわない,3.0
銀座,30,有す,32.0,歯痒い,6.0
位置づけ,10,歪む,18.0,いみい,2.0
オーチャード,3,送る,131.0,粘い,2.0
ヒルトン,11,受ける,535.0,儚い,1.0
前,381,表れる,8.0,快い,4.0
東南アジア,16,働く,57.0,えげつない,3.0
諸国,20,乗る,126.0,烏滸がましい,3.0
出稼ぎ,1,振るう,15.0,ったらしい,7.0
女性,656,減らす,46.0,若々しい,3.0
駐在,41,携わる,6.0,厚い,4.0
員,140,存じ上げる,84.0,拙い,2.0
ミュージック,3,関わる,228.0,固い,1.0
バー,19,変わる,205.0,根強い,10.0
日本人,314,妬む,4.0,可愛らしい,2.0
有名,74,僻む,5.0,許可ない,4.0
現地,98,眺める,70.0,猛々しい,6.0
在住,59,免れる,51.0,心強い,15.0
知人,75,住む,78.0,頼もしい,5.0
昨年,101,出回る,8.0,呆気ない,1.0
末,23,繋げる,7.0,いやらしい,2.0
とき,863,飛ぶ,45.0,気味が悪い,6.0
価格,21,思いつく,17.0,白々しい,1.0
交渉,53,いただく,456.0,あっけない,2.0
ベトナム,8,当たる,20.0,渋い,2.0
カンボジア,4,問う,70.0,みっともない,9.0
シンガポールドル,1,やる,442.0,心許ない,6.0
円,470,開ける,32.0,とてつもない,1.0
避妊,5,絞る,10.0,親しい,5.0
具,4,うける,4.0,あさまい,1.0
装着,3,避ける,43.0,ほど遠い,1.0
必須,55,申し上げる,278.0,淡い,5.0
豊か,32,描く,28.0,極まりない,7.0
綺麗,19,いえる,6.0,卑しい,2.0
形成,91,併せる,82.0,畏れ多い,1.0
一部,161,誇る,28.0,粘り強い,4.0
国民,292,論じる,96.0,幼い,7.0
永住,3,寄せる,55.0,しつこい,5.0
ドバイ,1,与える,98.0,やばい,1.0
カタール,13,知り合う,4.0,くだらない,9.0
経済,259,尋ねる,81.0,相容れない,1.0
維持,118,付き合う,54.0,細い,6.0
一種,33,憧れる,17.0,生々しい,1.0
身分,21,こす,3.0,くい,3.0
制,143,読む,238.0,心苦しい,2.0
参考,121,売り出す,5.0,見にくい,2.0
部分,94,差し控える,26.0,力強い,3.0
輸入,12,噛みつく,21.0,もどかしい,1.0
もの,1234,呼べる,19.0,っぽい,3.0
機動,23,外す,17.0,ひもじい,2.0
弾力,1,持ち出す,136.0,刺々しい,1.0
対応,706,付ける,258.0,暖かい,8.0
コンパクト,2,引き連れる,6.0,醜い,6.0
独裁,11,仕立てる,15.0,名高い,2.0
前提,199,切り分ける,71.0,ありがたい,4.0
億,62,見せつける,7.0,細長い,1.0
民主,256,抜く,12.0,尊い,4.0
主義,569,残る,112.0,まぶしい,1.0
人権,318,威張る,7.0,あやい,1.0
尊重,118,散らす,24.0,蒸し暑い,1.0
是,11,切り抜ける,3.0,味わい深い,2.0
同様,202,飛ばす,19.0,涼しい,1.0
考慮,43,差し込む,2.0,生臭い,1.0
野村證券,1,高める,40.0,あどけない,1.0
状,60,塗る,2.0,もったいない,4.0
実家,82,漏れる,15.0,泥臭い,1.0
禍,9,起こす,86.0,うれしい,1.0
お客様,9,述べる,615.0,汚らしい,1.0
手紙,11,積む,12.0,えらい,2.0
営業,65,置ける,6.0,目まぐるしい,1.0
威力,5,悩む,23.0,おめでたい,2.0
発揮,18,覗く,10.0,疚しい,2.0
理由,665,増やす,82.0,わざとらしい,1.0
一律,40,笑う,41.0,生易しい,1.0
給付,53,やむを得る,4.0,しょぼい,1.0
受給,23,流れる,32.0,ままならない,2.0
権,304,書く,230.0,見やすい,1.0
世帯,4,つく,84.0,揺るぎない,1.0
主,60,食いつく,1.0,くろい,2.0
問題,842,許せる,26.0,あやしい,1.0
い,38,失う,61.0,ひ弱い,1.0
細やか,5,重なる,33.0,不味い,4.0
時間,417,気付く,13.0,酸っぱい,3.0
遅延,7,暮らす,28.0,気味悪い,1.0
対策,387,死ぬ,98.0,速い,3.0
生活,306,帰る,100.0,温い,4.0
手遅れ,5,出す,217.0,睦まじい,1.0
結局,119,戻る,83.0,分厚い,1.0
丁寧,61,行ける,57.0,うい,4.0
トレードオフ,5,貸せる,1.0,熱っぽい,1.0
感染,508,作る,125.0,遍い,1.0
数,392,働かせる,5.0,惨い,1.0
死者,28,定める,52.0,かいい,1.0
レース,3,通じる,40.0,気まずい,1.0
本気,19,欠く,47.0,いたい,2.0
神経,13,目指す,36.0,神々しい,1.0
真実,55,亡くなる,42.0,回りくどい,1.0
限り,155,切り捨てる,47.0,遠慮ない,3.0
公益,90,引き取る,12.0,図々しい,4.0
違法,121,さておく,60.0,篤い,2.0
事由,18,去る,3.0,歯がゆい,1.0
国会,252,払える,18.0,惜しい,3.0
議員,524,見込める,5.0,憎い,1.0
区,103,募る,19.0,勿体ない,1.0
議会,119,謳う,20.0,誇らしい,2.0
実名,46,満たす,48.0,鈍い,3.0
スーパーマーケット,1,騒ぎ立てる,13.0,おどろおどろしい,1.0
混雑,6,ずれる,8.0,柔らかい,1.0
緩和,23,志す,14.0,こい,8.0
ルール,129,覆う,4.0,夥しい,1.0
法的,228,隠す,35.0,片腹痛い,1.0
根拠,388,聞こえる,43.0,みみっちい,1.0
錯覚,2,譲る,19.0,荒い,1.0
表現,200,講じる,41.0,のっぴきならない,1.0
違和感,103,取り合う,17.0,きつい,1.0
小売,3,封じる,13.0,喜ばしい,1.0
店舗,48,はたらく,2.0,嘆かわしい,1.0
買い物,8,過ぎる,168.0,ひろい,1.0
順序,2,控える,61.0,肌寒い,1.0
権限,49,サボる,3.0,いち早い,1.0
都知事,10,映ろう,1.0,険しい,1.0
巻き添え,4,置く,130.0,手っ取り早い,6.0
伊藤園,1,期す,6.0,いたたまれない,1.0
伊東,1,吊るす,1.0,たまらない,1.0
屋,34,寄る,34.0,奥深い,1.0
当たり前,36,集う,32.0,めざましい,1.0
価値,214,消す,39.0,めまぐるしい,2.0
観,62,追い込む,35.0,末恐ろしい,1.0
クラス,150,犯す,16.0,面倒い,1.0
内,90,経つ,40.0,堅い,2.0
カースト,9,絡む,56.0,煩わしい,1.0
彼氏,9,陥る,39.0,耐え難い,1.0
学校,394,与る,1.0,逞しい,1.0
例,169,引き継ぐ,12.0,訝しい,1.0
上位,14,始める,206.0,鬱陶しい,1.0
麻布,7,埋まる,4.0,見づらい,1.0
普通,77,溜まる,7.0,手広い,1.0
部,330,参る,7.0,狡い,1.0
観測,27,繋がる,116.0,哀しい,1.0
範囲,50,過ごせる,15.0,何気ない,1.0
戦略,92,包み込む,2.0,めでたい,2.0
自分,719,溶かす,2.0,しぶとい,1.0
角度,4,寝る,29.0,おぞましい,1.0
写真,184,片付ける,20.0,,
投稿,531,剥く,3.0,,
女子,94,座る,15.0,,
制服,33,買い換える,8.0,,
親御,20,抑える,20.0,,
さん,2561,感じる,714.0,,
ウケ,10,恐れる,58.0,,
セーラー服,1,例える,26.0,,
息女,9,乗じる,9.0,,
服,39,反する,44.0,,
持ち物,1,結論づける,16.0,,
意識,168,投げ出す,3.0,,
選び,4,稼ぐ,26.0,,
ケース,230,満たせる,1.0,,
親子,19,浮かぶ,14.0,,
仲,8,触れる,48.0,,
娘,18,習う,8.0,,
ブレザー,1,話す,133.0,,
品川女子学院,2,読める,62.0,,
偏差,19,歌う,10.0,,
値,46,とる,9.0,,
辺,13,やめる,99.0,,
対極,3,執り行う,3.0,,
ボトル,6,広める,12.0,,
裏,68,則る,11.0,,
両面,3,踏む,34.0,,
テープ,2,経る,61.0,,
誕生,62,頑張る,80.0,,
日,679,もらう,79.0,,
ウイルス,236,もつ,95.0,,
症,270,欠ける,12.0,,
大変,111,高まる,33.0,,
時期,58,づける,25.0,,
察し,17,要す,28.0,,
自愛,4,並ぶ,31.0,,
年,536,似る,33.0,,
法律,147,見知る,2.0,,
重視,58,残す,51.0,,
考え,51,入り浸る,3.0,,
平和,103,取り上げる,82.0,,
ボケ,2,止める,38.0,,
揶揄,238,占める,17.0,,
コメント,113,遣る,11.0,,
高校,150,進める,80.0,,
レベル,148,すぎる,310.0,,
推奨,20,乗れる,14.0,,
普段,57,流行る,10.0,,
私権,59,もらえる,16.0,,
制限,221,見分ける,9.0,,
批判,1058,支える,13.0,,
リベラル,37,間違える,56.0,,
今回,253,ずらす,62.0,,
事態,185,捕まる,4.0,,
手のひら,12,儲かる,11.0,,
緊急,137,追い付ける,2.0,,
宣言,77,盛り込む,12.0,,
ロック,31,合わせる,46.0,,
ダウン,15,備える,20.0,,
姿,67,閉まる,4.0,,
一貫,46,誤る,46.0,,
主張,717,射る,10.0,,
形容,41,取りそろえる,3.0,,
周り,86,役立つ,24.0,,
みんな,156,崩す,12.0,,
卒業,179,落ちる,24.0,,
こっち,11,明ける,8.0,,
以外,126,広まる,11.0,,
返答,32,寝込む,2.0,,
院,132,覚える,78.0,,
視野,44,運ぶ,112.0,,
専攻,82,向ける,151.0,,
ロケーション,2,移す,2.0,,
奨学,76,従う,51.0,,
金,235,伺う,76.0,,
山積み,1,済む,91.0,,
大学院,38,醸し出す,5.0,,
満足,51,増す,11.0,,
疑問,163,遅れる,45.0,,
ここ,226,学べる,9.0,,
偉大,25,振り回す,22.0,,
指導,51,迷う,22.0,,
安倍,411,押しつぶす,1.0,,
晋,66,上がる,56.0,,
三,111,伺える,17.0,,
内閣,278,尽きる,21.0,,
総理,203,思い知らす,43.0,,
大臣,332,驚く,61.0,,
支給,47,示す,183.0,,
自由民主党,62,泣く,13.0,,
一生,13,担う,31.0,,
応援,79,合える,4.0,,
投票,186,話し合う,7.0,,
高校生,68,押し付ける,60.0,,
破綻,36,裁く,3.0,,
彼ら,220,逃げる,92.0,,
打破,5,追い掛ける,9.0,,
大人,43,推す,31.0,,
彼,260,任せる,37.0,,
言葉,254,育てる,17.0,,
責任,694,就く,19.0,,
泣き寝入り,31,比す,3.0,,
ロジック,43,取り違える,11.0,,
自己,216,載る,32.0,,
父親,82,暴く,1.0,,
精子,3,裏付ける,11.0,,
両親,42,食う,30.0,,
生殖,10,触れ合う,1.0,,
行為,473,背負う,3.0,,
現世,6,広げる,24.0,,
どこ,192,過ごす,47.0,,
無茶苦茶,33,まとめる,30.0,,
シリア,9,うる,10.0,,
ジャーナリスト,41,見下す,29.0,,
拘束,70,こき下ろす,21.0,,
散見,40,揺らぐ,25.0,,
誰,455,浴びる,57.0,,
危険,98,投げつける,7.0,,
我々,42,壊す,16.0,,
現場,141,削ぐ,3.0,,
大本営,5,叶う,15.0,,
発表,104,走る,52.0,,
ほか,332,留まる,29.0,,
積極,95,当てはまる,41.0,,
同胞,20,止まる,22.0,,
戦慄,3,ぶれる,4.0,,
件,226,属する,8.0,,
事件,334,忘れる,143.0,,
発言,538,有する,21.0,,
錆,2,化す,13.0,,
ユーザー,170,有る,2.0,,
勉強,198,ズレる,53.0,,
いかが,103,混ぜる,8.0,,
顔,123,属す,4.0,,
相手,640,侵す,6.0,,
学歴,178,願う,64.0,,
専門,107,目論む,7.0,,
過去,139,名乗る,22.0,,
日本国,28,湧く,15.0,,
記,6,率いる,8.0,,
べた,1,向かう,48.0,,
失笑,3,含める,96.0,,
インド,49,従える,1.0,,
人生,129,捉える,93.0,,
単語,44,足掻く,4.0,,
容易,121,下がる,59.0,,
アメリカ,19,やむ,11.0,,
イギリス,14,齎す,3.0,,
時点,206,転がる,3.0,,
経歴,32,賭す,3.0,,
好き,220,捧げる,10.0,,
学生,769,ちる,10.0,,
将来,72,老ける,7.0,,
具体,180,歩く,16.0,,
目標,26,要る,14.0,,
英国,380,生む,40.0,,
在籍,56,助かる,16.0,,
設計,20,く,41.0,,
今年,72,傷つける,35.0,,
影響,196,置き換える,9.0,,
中止,59,撮る,85.0,,
脅威,42,済ませる,32.0,,
草の根,2,産まれる,18.0,,
交流,31,悲しむ,1.0,,
情報,787,間違う,106.0,,
相互,24,割り切る,6.0,,
信頼,58,思い詰める,11.0,,
構築,21,突く,14.0,,
重要,209,整える,9.0,,
外交,108,混む,11.0,,
軍事,122,引く,21.0,,
県知事,8,乗っかる,4.0,,
自ら,153,空ける,15.0,,
ぜいたく,1,座れる,3.0,,
敵,37,出歩く,3.0,,
先頭,3,遊ぶ,30.0,,
山梨,8,伸ばす,10.0,,
県,237,切り込む,6.0,,
人々,67,及ぶ,79.0,,
清貧,8,いきる,10.0,,
家,405,撃つ,21.0,,
給料,8,沈める,1.0,,
人間,203,役に立つ,16.0,,
ニューヨーク,8,授かる,2.0,,
市長,13,当てはめる,9.0,,
マイケル,1,悩ます,19.0,,
ブルームバーグ,2,話せる,19.0,,
大手,37,終える,26.0,,
サービス,214,孕む,8.0,,
会社,273,据え置く,1.0,,
創業,10,騒ぐ,50.0,,
世界長,1,吐く,10.0,,
番付,1,見つかる,12.0,,
常連,3,留める,26.0,,
巨額,7,切り替える,14.0,,
選挙,157,頷ける,17.0,,
ポケット,13,込める,23.0,,
マネー,10,腐る,6.0,,
富豪,5,埋める,17.0,,
政党,76,当てる,25.0,,
助成,29,鑑みる,190.0,,
拒否,92,解せる,9.0,,
共産党,26,窺う,3.0,,
私利,1,思い出す,68.0,,
私欲,1,固める,6.0,,
井戸塀,1,帰れる,20.0,,
賞賛,13,追う,11.0,,
存在,372,祝う,15.0,,
個々,23,手伝う,7.0,,
方々,279,おっしゃる,2.0,,
人身,18,提げる,1.0,,
売買,6,かする,5.0,,
契約,124,見舞う,26.0,,
公序良俗,25,操る,3.0,,
違反,155,襲う,35.0,,
無効,40,嫌う,46.0,,
署名,27,赴く,42.0,,
押印,7,狙う,28.0,,
学習院大学,357,立ち入れる,3.0,,
不祥事,81,抜け出せる,6.0,,
内部,91,演じる,11.0,,
告発,148,務める,50.0,,
センター,61,似合う,5.0,,
小島,6,着る,41.0,,
修一,6,上回る,16.0,,
所長,16,見なす,3.0,,
理学部,5,貰う,69.0,,
生命,122,駆り出す,7.0,,
科学,127,履き違える,4.0,,
科,76,縮める,2.0,,
教授,106,痛める,7.0,,
反省,85,乗り継ぐ,8.0,,
念書,17,省く,7.0,,
誓約,15,買える,18.0,,
書,261,詰まる,7.0,,
法学部,49,届ける,41.0,,
これ,1009,回る,29.0,,
捺印,12,借りる,31.0,,
梶川,3,張り込む,1.0,,
優子,6,映る,37.0,,
課長,12,待つ,76.0,,
委員,93,探る,10.0,,
法,574,教える,147.0,,
学科,141,突き止める,5.0,,
大久保,4,聞き及ぶ,2.0,,
直樹,5,手掛ける,3.0,,
同席,17,掴める,4.0,,
各種,40,見つける,32.0,,
証明,200,掘る,8.0,,
発行,69,現れる,5.0,,
教務,3,奢る,8.0,,
課,53,割り出す,2.0,,
学部,117,垣間見る,12.0,,
仕方,113,える,20.0,,
開業医,27,チラつく,2.0,,
息子,13,泣ける,4.0,,
文系,24,脅かす,16.0,,
笑,292,はいる,22.0,,
消化,25,組む,11.0,,
器,39,防げる,8.0,,
系,131,仕掛ける,5.0,,
健康,257,下りる,3.0,,
実体験,13,重んじる,6.0,,
確か,558,迎える,44.0,,
課題,74,効く,37.0,,
量,44,鍛える,5.0,,
内容,209,揉む,1.0,,
進学,259,装う,13.0,,
程度,196,漏らす,12.0,,
篤,17,かける,15.0,,
悪影響,15,痛み入る,13.0,,
明日,44,生える,12.0,,
通院,52,手こずる,1.0,,
劇場,19,切り離す,7.0,,
版,67,差す,24.0,,
名,183,呆れかえる,1.0,,
探偵,30,動かせる,6.0,,
唯一,28,ねだる,3.0,,
目,375,放つ,15.0,,
ストライカー,1,違える,5.0,,
視聴,29,わだかまる,3.0,,
サッカー,21,突き進む,3.0,,
興味,107,遭う,76.0,,
嫌い,59,妨げる,32.0,,
立場,276,こたえる,2.0,,
江戸川,2,われる,16.0,,
コナン,43,抜ける,23.0,,
共感,145,通る,33.0,,
作品,53,乗せる,10.0,,
一つ,133,咎める,22.0,,
フィクション,9,頼る,37.0,,
スタジアム,2,辿る,18.0,,
被害,494,着く,45.0,,
拡大,134,謂う,3.0,,
得意,27,もす,22.0,,
運動,191,重ねる,58.0,,
苦手,43,紛う,6.0,,
体育,41,反す,30.0,,
思い,114,生み出す,5.0,,
杯,20,位置づける,41.0,,
代表,156,払う,125.0,,
個人,512,たまる,8.0,,
文春,7,損なう,17.0,,
同感,128,至る,70.0,,
人種,93,詫びる,72.0,,
恋愛,65,伝える,45.0,,
恋人,63,塞ぐ,32.0,,
顕示,2,謝る,99.0,,
売り物,1,存じる,55.0,,
アトラクション,2,きれる,44.0,,
国籍,49,頼む,75.0,,
民族,53,なりすます,45.0,,
見せ物,1,やり直す,15.0,,
種,26,聞き入れる,13.0,,
差別,436,試みる,23.0,,
本日,54,当て擦る,29.0,,
病院,85,逃げ込む,11.0,,
リスク,194,言い返せる,94.0,,
同院,3,逸らす,11.0,,
規模,73,責める,22.0,,
院内,11,遊び呆ける,1.0,,
報告,161,励む,10.0,,
一方,197,咲く,10.0,,
どちら,122,聴く,16.0,,
地獄,49,痩せる,7.0,,
長期,33,目立つ,33.0,,
休暇,46,乱す,2.0,,
たび,149,摂る,10.0,,
一時,136,預ける,5.0,,
先,279,渡す,24.0,,
予定,211,渡せる,2.0,,
うち,118,選べる,67.0,,
往復,33,空く,38.0,,
航空,300,苦しむ,58.0,,
券,56,休む,14.0,,
確保,67,立ち直れる,1.0,,
危機,87,おおう,1.0,,
いつ,88,告げる,19.0,,
不透明,5,傾ける,23.0,,
戦時,11,わく,1.0,,
体制,110,酔いしれる,1.0,,
各国,40,受かる,10.0,,
市民,138,落とす,28.0,,
活動,392,貶める,35.0,,
観点,245,お目にかかる,3.0,,
共存,6,蝕む,1.0,,
定着,10,切る,26.0,,
上,676,忍び寄る,2.0,,
異常,83,突きつける,4.0,,
短期間,3,課する,8.0,,
勘案,8,見れる,4.0,,
ドイツ,70,呟く,9.0,,
台湾,88,申す,44.0,,
韓国,200,添える,38.0,,
いずれ,216,掲げる,60.0,,
監視,49,馴れ合う,3.0,,
スウェーデン,11,ひけらかす,1.0,,
例外,44,怒る,58.0,,
成功,25,問い合わせる,63.0,,
モデル,12,成す,11.0,,
傾聴,19,病む,5.0,,
誤認,158,見せる,53.0,,
意図,144,思い起こす,14.0,,
歪曲,13,干す,3.0,,
不適切,11,潰れる,5.0,,
それら,23,鳴る,2.0,,
雑,81,語る,61.0,,
事実,562,生じる,93.0,,
例示,54,追いやる,3.0,,
在外,140,刻む,2.0,,
邦人,180,割く,20.0,,
分類,24,響かせる,1.0,,
寡聞,25,除く,31.0,,
戦,15,殴る,44.0,,
記憶,120,蹴る,19.0,,
杉田,2,産める,6.0,,
間違い,150,貰える,27.0,,
万,401,意気込む,3.0,,
尽力,24,広がる,13.0,,
