組み合わせ,共起回数
"さん, 暇, 暇, 空, 空",193
"暇, 空, 空",66
"暇, 暇, 空, 空",63
"暇, 暇, 暇, 空",24
"さん, 暇, 暇, 暇, 空",87
"さん, 暇, 暇, 空",217
"さん, さん, 暇, 暇, 空",301
"さん, 暇, 空",266
"さん, さん, 暇, 空",287
"さん, 空",121
"さん, さん, 空",103
"暇, 暇, 私",13
"さん, 暇, 暇, 私",21
"さん, 暇, 私",34
"さん, さん, 暇, 私",25
"さん, 私",42
"さん, さん, 私",19
"暇, 暇",29
"さん, 暇, 暇",81
"さん, 暇",132
"さん, さん, 暇",114
"さん, さん",94
