単語,重要度,該当文章
告訴,0.26202254483070075,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
堀口,0.14240757137040283,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
契約,0.26202254483070075,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
年貢,0.26202254483070075,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
弁護士,0.1346860109086393,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
成功,0.23177240951341935,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
損害,0.21407721471106902,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
正義,0.19178390576336057,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
毀損,0.21407721471106902,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
氏名,0.21407721471106902,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
納める,0.26202254483070075,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
英利,0.2015222741961379,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
請求,0.18762440556332205,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
賠償,0.2073498138721036,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
速報,0.24432735002835046,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
開示,0.15357694407650618,【速報】暇空茜さんに名誉毀損されて住所氏名の開示に成功した堀口英利さんが、損害賠償請求と刑事告訴のために弁護士と契約しました。暇空さん、年貢の納め時かな🤣🤣🤣正義は勝つ！！！://./NKLNS5MyFf / X
できる,0.25105552700833933,@ozawakazuhio 涙の理由はそれだけですか？ご自分のやっていることに後ろめたさがあるのではありませんか？最後は良心に従って判断できる方だと信じています。 / X
やる,0.25793465546258787,@ozawakazuhio 涙の理由はそれだけですか？ご自分のやっていることに後ろめたさがあるのではありませんか？最後は良心に従って判断できる方だと信じています。 / X
信じる,0.3265674563933639,@ozawakazuhio 涙の理由はそれだけですか？ご自分のやっていることに後ろめたさがあるのではありませんか？最後は良心に従って判断できる方だと信じています。 / X
判断,0.3496945122563244,@ozawakazuhio 涙の理由はそれだけですか？ご自分のやっていることに後ろめたさがあるのではありませんか？最後は良心に従って判断できる方だと信じています。 / X
後ろめたい,0.4126747663051085,@ozawakazuhio 涙の理由はそれだけですか？ご自分のやっていることに後ろめたさがあるのではありませんか？最後は良心に従って判断できる方だと信じています。 / X
最後,0.3848055599186828,@ozawakazuhio 涙の理由はそれだけですか？ご自分のやっていることに後ろめたさがあるのではありませんか？最後は良心に従って判断できる方だと信じています。 / X
理由,0.2895201139214851,@ozawakazuhio 涙の理由はそれだけですか？ご自分のやっていることに後ろめたさがあるのではありませんか？最後は良心に従って判断できる方だと信じています。 / X
自分,0.3020517892577256,@ozawakazuhio 涙の理由はそれだけですか？ご自分のやっていることに後ろめたさがあるのではありませんか？最後は良心に従って判断できる方だと信じています。 / X
良心,0.3848055599186828,@ozawakazuhio 涙の理由はそれだけですか？ご自分のやっていることに後ろめたさがあるのではありませんか？最後は良心に従って判断できる方だと信じています。 / X
くれる,0.16790046980328824,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
さん,0.06205516792579189,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
たち,0.11864841359106777,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
ため,0.12950178963810818,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
よう,0.11221511169272388,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
アドレス,0.203563983282691,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
ナンバーズ,0.16790046980328824,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
ログ,0.407127966565382,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
中傷,0.15024712751224312,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
今後,0.1849900709907572,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
任意,0.1849900709907572,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
低い,0.1849900709907572,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
住所,0.15978684245612246,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
保存,0.203563983282691,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
切れる,0.203563983282691,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
可能,0.16361781115818952,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
堀口,0.11864841359106777,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
多い,0.19310369833792299,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
拒否,0.203563983282691,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
残る,0.19310369833792299,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
氏名,0.17836075474805624,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
求める,0.19310369833792299,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
現時点,0.203563983282691,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
終わる,0.16361781115818952,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
自身,0.17836075474805624,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
誹謗,0.15024712751224312,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
逃げる,0.203563983282691,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
開示,0.25590859535757343,堀口さんが、自身を誹謗中傷した「ナンバーズ」の人たち197名について、アクセスプロバイダに住所氏名等の開示を求めたようです（IPアドレスは開示済）。任意なので拒否されれば終わりですが、ログを保存してくれることが多いため、現時点でログが残っている人は今後逃げ切れる可能性が低くなります。 / X
こちら,0.18035840958363977,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
さん,0.18150441264656939,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
たち,0.11567777157064865,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
もの,0.13697532530809173,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
ナンバーズ,0.1636966867458525,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
プレス,0.3477901477220831,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
リリース,0.3477901477220831,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
中傷,0.14648533738858033,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
任意,0.18035840958363977,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
先程,0.19846728030722888,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
命令,0.37653778638407964,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
堀口,0.2313555431412973,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
情報,0.14648533738858033,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
支持,0.17389507386104155,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
来る,0.1636966867458525,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
求める,0.18826889319203982,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
異なる,0.21284109963822712,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
発信,0.16843040137189488,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
立て,0.21284109963822712,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
裁判所,0.16843040137189488,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
誹謗,0.14648533738858033,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
開示,0.24950132193733388,堀口さんによる「ナンバーズ」（堀口さんを誹謗中傷した暇空茜さん支持者たち）185名に対する発信者情報開示命令申立てのプレスリリースも来ました。こちらは先程のプレスリリース（任意での開示）とは異なり、裁判所による命令を求めるものです。 / X
しれる,0.1719635282481488,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
それ,0.1454747488702731,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
ため,0.13610733759962043,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
プレス,0.3749169417481639,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
リリース,0.3749169417481639,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
人数,0.2294421928778909,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
以外,0.18745847087408196,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
任意,0.19442593121900398,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
先程,0.21394725025195768,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
区域,0.2294421928778909,なお、先程のプレスリリース（任意開示）よりもアクセスプロバイダや対象者の人数が減っているのは、東京地裁の管轄区域内のプロバイダのみを対象にしているためと思われます。それ以外のプロバイダについては、この後さらにプレスリリースがあるかもしれません。 / X
